"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","PPP","TOT","NATUSD","A","1967",1.340967,
"DEU","PPP","TOT","NATUSD","A","1968",1.308165,
"DEU","PPP","TOT","NATUSD","A","1969",1.295629,
"DEU","PPP","TOT","NATUSD","A","1970",1.287988,
"DEU","PPP","TOT","NATUSD","A","1971",1.319273,
"DEU","PPP","TOT","NATUSD","A","1972",1.321918,
"DEU","PPP","TOT","NATUSD","A","1973",1.33219,
"DEU","PPP","TOT","NATUSD","A","1974",1.311126,
"DEU","PPP","TOT","NATUSD","A","1975",1.267975,
"DEU","PPP","TOT","NATUSD","A","1976",1.241568,
"DEU","PPP","TOT","NATUSD","A","1977",1.205183,
"DEU","PPP","TOT","NATUSD","A","1978",1.165909,
"DEU","PPP","TOT","NATUSD","A","1979",1.122647,
"DEU","PPP","TOT","NATUSD","A","1980",1.085767,
"DEU","PPP","TOT","NATUSD","A","1981",1.033325,
"DEU","PPP","TOT","NATUSD","A","1982",1.017782,
"DEU","PPP","TOT","NATUSD","A","1983",1.006921,
"DEU","PPP","TOT","NATUSD","A","1984",0.991191,
"DEU","PPP","TOT","NATUSD","A","1985",0.981221,
"DEU","PPP","TOT","NATUSD","A","1986",0.990701,
"DEU","PPP","TOT","NATUSD","A","1987",0.979169,
"DEU","PPP","TOT","NATUSD","A","1988",0.961795,
"DEU","PPP","TOT","NATUSD","A","1989",0.952158,
"DEU","PPP","TOT","NATUSD","A","1990",0.948976,
"DEU","PPP","TOT","NATUSD","A","1991",0.946252,
"DEU","PPP","TOT","NATUSD","A","1992",0.97426,
"DEU","PPP","TOT","NATUSD","A","1993",0.988672,
"DEU","PPP","TOT","NATUSD","A","1994",0.987862,
"DEU","PPP","TOT","NATUSD","A","1995",0.986744,
"DEU","PPP","TOT","NATUSD","A","1996",0.976539,
"DEU","PPP","TOT","NATUSD","A","1997",0.973221,
"DEU","PPP","TOT","NATUSD","A","1998",0.968747,
"DEU","PPP","TOT","NATUSD","A","1999",0.954119,
"DEU","PPP","TOT","NATUSD","A","2000",0.942801,
"DEU","PPP","TOT","NATUSD","A","2001",0.929565,
"DEU","PPP","TOT","NATUSD","A","2002",0.913257,
"DEU","PPP","TOT","NATUSD","A","2003",0.896861,
"DEU","PPP","TOT","NATUSD","A","2004",0.875789,
"DEU","PPP","TOT","NATUSD","A","2005",0.872721,
"DEU","PPP","TOT","NATUSD","A","2006",0.84871,
"DEU","PPP","TOT","NATUSD","A","2007",0.83832,
"DEU","PPP","TOT","NATUSD","A","2008",0.820401,
"DEU","PPP","TOT","NATUSD","A","2009",0.81051,
"DEU","PPP","TOT","NATUSD","A","2010",0.804426,
"DEU","PPP","TOT","NATUSD","A","2011",0.788739,
"DEU","PPP","TOT","NATUSD","A","2012",0.787246,
"DEU","PPP","TOT","NATUSD","A","2013",0.774784,
"DEU","PPP","TOT","NATUSD","A","2014",0.768937,
"DEU","PPP","TOT","NATUSD","A","2015",0.778122,
"DEU","PPP","TOT","NATUSD","A","2016",0.752608,
"DEU","PPP","TOT","NATUSD","A","2017",0.744783,
"DEU","PPP","TOT","NATUSD","A","2018",0.736689,
"DEU","PPP","TOT","NATUSD","A","2019",0.742663,
"DEU","PPP","TOT","NATUSD","A","2020",0.745541,
"GRC","PPP","TOT","NATUSD","A","1960",0.055736,
"GRC","PPP","TOT","NATUSD","A","1961",0.043422,
"GRC","PPP","TOT","NATUSD","A","1962",0.04444,
"GRC","PPP","TOT","NATUSD","A","1963",0.044285,
"GRC","PPP","TOT","NATUSD","A","1964",0.044987,
"GRC","PPP","TOT","NATUSD","A","1965",0.045549,
"GRC","PPP","TOT","NATUSD","A","1966",0.046179,
"GRC","PPP","TOT","NATUSD","A","1967",0.045865,
"GRC","PPP","TOT","NATUSD","A","1968",0.044384,
"GRC","PPP","TOT","NATUSD","A","1969",0.043543,
"GRC","PPP","TOT","NATUSD","A","1970",0.042101,
"GRC","PPP","TOT","NATUSD","A","1971",0.041262,
"GRC","PPP","TOT","NATUSD","A","1972",0.041548,
"GRC","PPP","TOT","NATUSD","A","1973",0.047626,
"GRC","PPP","TOT","NATUSD","A","1974",0.053648,
"GRC","PPP","TOT","NATUSD","A","1975",0.055542,
"GRC","PPP","TOT","NATUSD","A","1976",0.061296,
"GRC","PPP","TOT","NATUSD","A","1977",0.065648,
"GRC","PPP","TOT","NATUSD","A","1978",0.069791,
"GRC","PPP","TOT","NATUSD","A","1979",0.07743,
"GRC","PPP","TOT","NATUSD","A","1980",0.084678,
"GRC","PPP","TOT","NATUSD","A","1981",0.094077,
"GRC","PPP","TOT","NATUSD","A","1982",0.112715,
"GRC","PPP","TOT","NATUSD","A","1983",0.130823,
"GRC","PPP","TOT","NATUSD","A","1984",0.153944,
"GRC","PPP","TOT","NATUSD","A","1985",0.177616,
"GRC","PPP","TOT","NATUSD","A","1986",0.206985,
"GRC","PPP","TOT","NATUSD","A","1987",0.2328,
"GRC","PPP","TOT","NATUSD","A","1988",0.262376,
"GRC","PPP","TOT","NATUSD","A","1989",0.289085,
"GRC","PPP","TOT","NATUSD","A","1990",0.336309,
"GRC","PPP","TOT","NATUSD","A","1991",0.389679,
"GRC","PPP","TOT","NATUSD","A","1992",0.437379,
"GRC","PPP","TOT","NATUSD","A","1993",0.488904,
"GRC","PPP","TOT","NATUSD","A","1994",0.532208,
"GRC","PPP","TOT","NATUSD","A","1995",0.57232,
"GRC","PPP","TOT","NATUSD","A","1996",0.602871,
"GRC","PPP","TOT","NATUSD","A","1997",0.627391,
"GRC","PPP","TOT","NATUSD","A","1998",0.647942,
"GRC","PPP","TOT","NATUSD","A","1999",0.67328,
"GRC","PPP","TOT","NATUSD","A","2000",0.669482,
"GRC","PPP","TOT","NATUSD","A","2001",0.668361,
"GRC","PPP","TOT","NATUSD","A","2002",0.662967,
"GRC","PPP","TOT","NATUSD","A","2003",0.685789,
"GRC","PPP","TOT","NATUSD","A","2004",0.69509,
"GRC","PPP","TOT","NATUSD","A","2005",0.708976,
"GRC","PPP","TOT","NATUSD","A","2006",0.693383,
"GRC","PPP","TOT","NATUSD","A","2007",0.71919,
"GRC","PPP","TOT","NATUSD","A","2008",0.707951,
"GRC","PPP","TOT","NATUSD","A","2009",0.703914,
"GRC","PPP","TOT","NATUSD","A","2010",0.721426,
"GRC","PPP","TOT","NATUSD","A","2011",0.713163,
"GRC","PPP","TOT","NATUSD","A","2012",0.684663,
"GRC","PPP","TOT","NATUSD","A","2013",0.631286,
"GRC","PPP","TOT","NATUSD","A","2014",0.611135,
"GRC","PPP","TOT","NATUSD","A","2015",0.60907,
"GRC","PPP","TOT","NATUSD","A","2016",0.58858,
"GRC","PPP","TOT","NATUSD","A","2017",0.575041,
"GRC","PPP","TOT","NATUSD","A","2018",0.564183,
"GRC","PPP","TOT","NATUSD","A","2019",0.554176,
"GRC","PPP","TOT","NATUSD","A","2020",0.543695,
"HUN","PPP","TOT","NATUSD","A","1991",30.147606,
"HUN","PPP","TOT","NATUSD","A","1992",35.815898,
"HUN","PPP","TOT","NATUSD","A","1993",42.431642,
"HUN","PPP","TOT","NATUSD","A","1994",49.641977,
"HUN","PPP","TOT","NATUSD","A","1995",61.620581,
"HUN","PPP","TOT","NATUSD","A","1996",74.039125,
"HUN","PPP","TOT","NATUSD","A","1997",87.41276,
"HUN","PPP","TOT","NATUSD","A","1998",97.826346,
"HUN","PPP","TOT","NATUSD","A","1999",104.545883,
"HUN","PPP","TOT","NATUSD","A","2000",110.038733,
"HUN","PPP","TOT","NATUSD","A","2001",114.39074,
"HUN","PPP","TOT","NATUSD","A","2002",118.141282,
"HUN","PPP","TOT","NATUSD","A","2003",122.138071,
"HUN","PPP","TOT","NATUSD","A","2004",128.488476,
"HUN","PPP","TOT","NATUSD","A","2005",130.929945,
"HUN","PPP","TOT","NATUSD","A","2006",131.666648,
"HUN","PPP","TOT","NATUSD","A","2007",134.229736,
"HUN","PPP","TOT","NATUSD","A","2008",131.005355,
"HUN","PPP","TOT","NATUSD","A","2009",127.596365,
"HUN","PPP","TOT","NATUSD","A","2010",126.314168,
"HUN","PPP","TOT","NATUSD","A","2011",124.271836,
"HUN","PPP","TOT","NATUSD","A","2012",125.623608,
"HUN","PPP","TOT","NATUSD","A","2013",124.979432,
"HUN","PPP","TOT","NATUSD","A","2014",129.414974,
"HUN","PPP","TOT","NATUSD","A","2015",132.55351,
"HUN","PPP","TOT","NATUSD","A","2016",132.033797,
"HUN","PPP","TOT","NATUSD","A","2017",136.036522,
"HUN","PPP","TOT","NATUSD","A","2018",139.311557,
"HUN","PPP","TOT","NATUSD","A","2019",143.232115,
"HUN","PPP","TOT","NATUSD","A","2020",148.013252,
"ISL","PPP","TOT","NATUSD","A","1960",0.26892,
"ISL","PPP","TOT","NATUSD","A","1961",0.302795,
"ISL","PPP","TOT","NATUSD","A","1962",0.327999,
"ISL","PPP","TOT","NATUSD","A","1963",0.350185,
"ISL","PPP","TOT","NATUSD","A","1964",0.399766,
"ISL","PPP","TOT","NATUSD","A","1965",0.437986,
"ISL","PPP","TOT","NATUSD","A","1966",0.467479,
"ISL","PPP","TOT","NATUSD","A","1967",0.467026,
"ISL","PPP","TOT","NATUSD","A","1968",0.506353,
"ISL","PPP","TOT","NATUSD","A","1969",0.582016,
"ISL","PPP","TOT","NATUSD","A","1970",0.590224,
"ISL","PPP","TOT","NATUSD","A","1971",0.632261,
"ISL","PPP","TOT","NATUSD","A","1972",0.717184,
"ISL","PPP","TOT","NATUSD","A","1973",0.893801,
"ISL","PPP","TOT","NATUSD","A","1974",1.12909,
"ISL","PPP","TOT","NATUSD","A","1975",1.466018,
"ISL","PPP","TOT","NATUSD","A","1976",1.844442,
"ISL","PPP","TOT","NATUSD","A","1977",2.304495,
"ISL","PPP","TOT","NATUSD","A","1978",3.148813,
"ISL","PPP","TOT","NATUSD","A","1979",4.09671,
"ISL","PPP","TOT","NATUSD","A","1980",5.728987,
"ISL","PPP","TOT","NATUSD","A","1981",7.808006,
"ISL","PPP","TOT","NATUSD","A","1982",11.298663,
"ISL","PPP","TOT","NATUSD","A","1983",19.278026,
"ISL","PPP","TOT","NATUSD","A","1984",23.608383,
"ISL","PPP","TOT","NATUSD","A","1985",30.22711,
"ISL","PPP","TOT","NATUSD","A","1986",36.915378,
"ISL","PPP","TOT","NATUSD","A","1987",43.210325,
"ISL","PPP","TOT","NATUSD","A","1988",51.394262,
"ISL","PPP","TOT","NATUSD","A","1989",60.765116,
"ISL","PPP","TOT","NATUSD","A","1990",67.458914,
"ISL","PPP","TOT","NATUSD","A","1991",70.710816,
"ISL","PPP","TOT","NATUSD","A","1992",71.519962,
"ISL","PPP","TOT","NATUSD","A","1993",71.144486,
"ISL","PPP","TOT","NATUSD","A","1994",71.47048,
"ISL","PPP","TOT","NATUSD","A","1995",72.101022,
"ISL","PPP","TOT","NATUSD","A","1996",74.303174,
"ISL","PPP","TOT","NATUSD","A","1997",73.690118,
"ISL","PPP","TOT","NATUSD","A","1998",76.665861,
"ISL","PPP","TOT","NATUSD","A","1999",79.246596,
"ISL","PPP","TOT","NATUSD","A","2000",84.696713,
"ISL","PPP","TOT","NATUSD","A","2001",88.28279,
"ISL","PPP","TOT","NATUSD","A","2002",91.105413,
"ISL","PPP","TOT","NATUSD","A","2003",92.703742,
"ISL","PPP","TOT","NATUSD","A","2004",93.364105,
"ISL","PPP","TOT","NATUSD","A","2005",95.840665,
"ISL","PPP","TOT","NATUSD","A","2006",101.768885,
"ISL","PPP","TOT","NATUSD","A","2007",107.491314,
"ISL","PPP","TOT","NATUSD","A","2008",114.527003,
"ISL","PPP","TOT","NATUSD","A","2009",121.886207,
"ISL","PPP","TOT","NATUSD","A","2010",132.779525,
"ISL","PPP","TOT","NATUSD","A","2011",135.152004,
"ISL","PPP","TOT","NATUSD","A","2012",136.96767,
"ISL","PPP","TOT","NATUSD","A","2013",137.022617,
"ISL","PPP","TOT","NATUSD","A","2014",138.547869,
"ISL","PPP","TOT","NATUSD","A","2015",141.974926,
"ISL","PPP","TOT","NATUSD","A","2016",140.02995,
"ISL","PPP","TOT","NATUSD","A","2017",138.277175,
"ISL","PPP","TOT","NATUSD","A","2018",138.296417,
"ISL","PPP","TOT","NATUSD","A","2019",140.567255,
"ISL","PPP","TOT","NATUSD","A","2020",145.342056,
"IRL","PPP","TOT","NATUSD","A","1960",0.262773,
"IRL","PPP","TOT","NATUSD","A","1961",0.26684,
"IRL","PPP","TOT","NATUSD","A","1962",0.273612,
"IRL","PPP","TOT","NATUSD","A","1963",0.276844,
"IRL","PPP","TOT","NATUSD","A","1964",0.298238,
"IRL","PPP","TOT","NATUSD","A","1965",0.303042,
"IRL","PPP","TOT","NATUSD","A","1966",0.305829,
"IRL","PPP","TOT","NATUSD","A","1967",0.306931,
"IRL","PPP","TOT","NATUSD","A","1968",0.305099,
"IRL","PPP","TOT","NATUSD","A","1969",0.316527,
"IRL","PPP","TOT","NATUSD","A","1970",0.321464,
"IRL","PPP","TOT","NATUSD","A","1971",0.3382,
"IRL","PPP","TOT","NATUSD","A","1972",0.367579,
"IRL","PPP","TOT","NATUSD","A","1973",0.401705,
"IRL","PPP","TOT","NATUSD","A","1974",0.390976,
"IRL","PPP","TOT","NATUSD","A","1975",0.429875,
"IRL","PPP","TOT","NATUSD","A","1976",0.49311,
"IRL","PPP","TOT","NATUSD","A","1977",0.525865,
"IRL","PPP","TOT","NATUSD","A","1978",0.543024,
"IRL","PPP","TOT","NATUSD","A","1979",0.569998,
"IRL","PPP","TOT","NATUSD","A","1980",0.599649,
"IRL","PPP","TOT","NATUSD","A","1981",0.643366,
"IRL","PPP","TOT","NATUSD","A","1982",0.697924,
"IRL","PPP","TOT","NATUSD","A","1983",0.743541,
"IRL","PPP","TOT","NATUSD","A","1984",0.763431,
"IRL","PPP","TOT","NATUSD","A","1985",0.778409,
"IRL","PPP","TOT","NATUSD","A","1986",0.813019,
"IRL","PPP","TOT","NATUSD","A","1987",0.810836,
"IRL","PPP","TOT","NATUSD","A","1988",0.808634,
"IRL","PPP","TOT","NATUSD","A","1989",0.821095,
"IRL","PPP","TOT","NATUSD","A","1990",0.785697,
"IRL","PPP","TOT","NATUSD","A","1991",0.773686,
"IRL","PPP","TOT","NATUSD","A","1992",0.77772,
"IRL","PPP","TOT","NATUSD","A","1993",0.799042,
"IRL","PPP","TOT","NATUSD","A","1994",0.795593,
"IRL","PPP","TOT","NATUSD","A","1995",0.802896,
"IRL","PPP","TOT","NATUSD","A","1996",0.809337,
"IRL","PPP","TOT","NATUSD","A","1997",0.83474,
"IRL","PPP","TOT","NATUSD","A","1998",0.863389,
"IRL","PPP","TOT","NATUSD","A","1999",0.913882,
"IRL","PPP","TOT","NATUSD","A","2000",0.943538,
"IRL","PPP","TOT","NATUSD","A","2001",0.969212,
"IRL","PPP","TOT","NATUSD","A","2002",0.981997,
"IRL","PPP","TOT","NATUSD","A","2003",1.004971,
"IRL","PPP","TOT","NATUSD","A","2004",0.991974,
"IRL","PPP","TOT","NATUSD","A","2005",1.011707,
"IRL","PPP","TOT","NATUSD","A","2006",0.979542,
"IRL","PPP","TOT","NATUSD","A","2007",0.958956,
"IRL","PPP","TOT","NATUSD","A","2008",0.944447,
"IRL","PPP","TOT","NATUSD","A","2009",0.900621,
"IRL","PPP","TOT","NATUSD","A","2010",0.848854,
"IRL","PPP","TOT","NATUSD","A","2011",0.831513,
"IRL","PPP","TOT","NATUSD","A","2012",0.823072,
"IRL","PPP","TOT","NATUSD","A","2013",0.811228,
"IRL","PPP","TOT","NATUSD","A","2014",0.819041,
"IRL","PPP","TOT","NATUSD","A","2015",0.809686,
"IRL","PPP","TOT","NATUSD","A","2016",0.794289,
"IRL","PPP","TOT","NATUSD","A","2017",0.794405,
"IRL","PPP","TOT","NATUSD","A","2018",0.791185,
"IRL","PPP","TOT","NATUSD","A","2019",0.806851,
"IRL","PPP","TOT","NATUSD","A","2020",0.783858,
"ITA","PPP","TOT","NATUSD","A","1960",0.161713,
"ITA","PPP","TOT","NATUSD","A","1961",0.164611,
"ITA","PPP","TOT","NATUSD","A","1962",0.170241,
"ITA","PPP","TOT","NATUSD","A","1963",0.181974,
"ITA","PPP","TOT","NATUSD","A","1964",0.190371,
"ITA","PPP","TOT","NATUSD","A","1965",0.192968,
"ITA","PPP","TOT","NATUSD","A","1966",0.190625,
"ITA","PPP","TOT","NATUSD","A","1967",0.190447,
"ITA","PPP","TOT","NATUSD","A","1968",0.184766,
"ITA","PPP","TOT","NATUSD","A","1969",0.182795,
"ITA","PPP","TOT","NATUSD","A","1970",0.187695,
"ITA","PPP","TOT","NATUSD","A","1971",0.191464,
"ITA","PPP","TOT","NATUSD","A","1972",0.193868,
"ITA","PPP","TOT","NATUSD","A","1973",0.20721,
"ITA","PPP","TOT","NATUSD","A","1974",0.228592,
"ITA","PPP","TOT","NATUSD","A","1975",0.244744,
"ITA","PPP","TOT","NATUSD","A","1976",0.272468,
"ITA","PPP","TOT","NATUSD","A","1977",0.303928,
"ITA","PPP","TOT","NATUSD","A","1978",0.323552,
"ITA","PPP","TOT","NATUSD","A","1979",0.344927,
"ITA","PPP","TOT","NATUSD","A","1980",0.382202,
"ITA","PPP","TOT","NATUSD","A","1981",0.414762,
"ITA","PPP","TOT","NATUSD","A","1982",0.459148,
"ITA","PPP","TOT","NATUSD","A","1983",0.508546,
"ITA","PPP","TOT","NATUSD","A","1984",0.543661,
"ITA","PPP","TOT","NATUSD","A","1985",0.575345,
"ITA","PPP","TOT","NATUSD","A","1986",0.60622,
"ITA","PPP","TOT","NATUSD","A","1987",0.627144,
"ITA","PPP","TOT","NATUSD","A","1988",0.646062,
"ITA","PPP","TOT","NATUSD","A","1989",0.660218,
"ITA","PPP","TOT","NATUSD","A","1990",0.693124,
"ITA","PPP","TOT","NATUSD","A","1991",0.72128,
"ITA","PPP","TOT","NATUSD","A","1992",0.736014,
"ITA","PPP","TOT","NATUSD","A","1993",0.746918,
"ITA","PPP","TOT","NATUSD","A","1994",0.757208,
"ITA","PPP","TOT","NATUSD","A","1995",0.778185,
"ITA","PPP","TOT","NATUSD","A","1996",0.799648,
"ITA","PPP","TOT","NATUSD","A","1997",0.804486,
"ITA","PPP","TOT","NATUSD","A","1998",0.799865,
"ITA","PPP","TOT","NATUSD","A","1999",0.806447,
"ITA","PPP","TOT","NATUSD","A","2000",0.805011,
"ITA","PPP","TOT","NATUSD","A","2001",0.816163,
"ITA","PPP","TOT","NATUSD","A","2002",0.823489,
"ITA","PPP","TOT","NATUSD","A","2003",0.834324,
"ITA","PPP","TOT","NATUSD","A","2004",0.85257,
"ITA","PPP","TOT","NATUSD","A","2005",0.855139,
"ITA","PPP","TOT","NATUSD","A","2006",0.823944,
"ITA","PPP","TOT","NATUSD","A","2007",0.810364,
"ITA","PPP","TOT","NATUSD","A","2008",0.783694,
"ITA","PPP","TOT","NATUSD","A","2009",0.770755,
"ITA","PPP","TOT","NATUSD","A","2010",0.772539,
"ITA","PPP","TOT","NATUSD","A","2011",0.758687,
"ITA","PPP","TOT","NATUSD","A","2012",0.747731,
"ITA","PPP","TOT","NATUSD","A","2013",0.737299,
"ITA","PPP","TOT","NATUSD","A","2014",0.739644,
"ITA","PPP","TOT","NATUSD","A","2015",0.738694,
"ITA","PPP","TOT","NATUSD","A","2016",0.700544,
"ITA","PPP","TOT","NATUSD","A","2017",0.689895,
"ITA","PPP","TOT","NATUSD","A","2018",0.679906,
"ITA","PPP","TOT","NATUSD","A","2019",0.668535,
"ITA","PPP","TOT","NATUSD","A","2020",0.662828,
"JPN","PPP","TOT","NATUSD","A","1960",170.580543,
"JPN","PPP","TOT","NATUSD","A","1961",182.091664,
"JPN","PPP","TOT","NATUSD","A","1962",185.490474,
"JPN","PPP","TOT","NATUSD","A","1963",192.886602,
"JPN","PPP","TOT","NATUSD","A","1964",199.585633,
"JPN","PPP","TOT","NATUSD","A","1965",204.136198,
"JPN","PPP","TOT","NATUSD","A","1966",207.059861,
"JPN","PPP","TOT","NATUSD","A","1967",212.340172,
"JPN","PPP","TOT","NATUSD","A","1968",212.45396,
"JPN","PPP","TOT","NATUSD","A","1969",210.960952,
"JPN","PPP","TOT","NATUSD","A","1970",224.260964,
"JPN","PPP","TOT","NATUSD","A","1971",224.308339,
"JPN","PPP","TOT","NATUSD","A","1972",227.064076,
"JPN","PPP","TOT","NATUSD","A","1973",242.618271,
"JPN","PPP","TOT","NATUSD","A","1974",268.908977,
"JPN","PPP","TOT","NATUSD","A","1975",263.777083,
"JPN","PPP","TOT","NATUSD","A","1976",270.038775,
"JPN","PPP","TOT","NATUSD","A","1977",271.400869,
"JPN","PPP","TOT","NATUSD","A","1978",265.239035,
"JPN","PPP","TOT","NATUSD","A","1979",251.658364,
"JPN","PPP","TOT","NATUSD","A","1980",243.36065,
"JPN","PPP","TOT","NATUSD","A","1981",228.831006,
"JPN","PPP","TOT","NATUSD","A","1982",219.276639,
"JPN","PPP","TOT","NATUSD","A","1983",213.007241,
"JPN","PPP","TOT","NATUSD","A","1984",208.619258,
"JPN","PPP","TOT","NATUSD","A","1985",204.772357,
"JPN","PPP","TOT","NATUSD","A","1986",203.966037,
"JPN","PPP","TOT","NATUSD","A","1987",198.730394,
"JPN","PPP","TOT","NATUSD","A","1988",193.159463,
"JPN","PPP","TOT","NATUSD","A","1989",189.792476,
"JPN","PPP","TOT","NATUSD","A","1990",187.710514,
"JPN","PPP","TOT","NATUSD","A","1991",186.886354,
"JPN","PPP","TOT","NATUSD","A","1992",185.767602,
"JPN","PPP","TOT","NATUSD","A","1993",182.499528,
"JPN","PPP","TOT","NATUSD","A","1994",179.158384,
"JPN","PPP","TOT","NATUSD","A","1995",174.542779,
"JPN","PPP","TOT","NATUSD","A","1996",170.553311,
"JPN","PPP","TOT","NATUSD","A","1997",168.506941,
"JPN","PPP","TOT","NATUSD","A","1998",166.556261,
"JPN","PPP","TOT","NATUSD","A","1999",162.03574,
"JPN","PPP","TOT","NATUSD","A","2000",154.717851,
"JPN","PPP","TOT","NATUSD","A","2001",149.724877,
"JPN","PPP","TOT","NATUSD","A","2002",143.774205,
"JPN","PPP","TOT","NATUSD","A","2003",139.516091,
"JPN","PPP","TOT","NATUSD","A","2004",134.363066,
"JPN","PPP","TOT","NATUSD","A","2005",129.551955,
"JPN","PPP","TOT","NATUSD","A","2006",124.536829,
"JPN","PPP","TOT","NATUSD","A","2007",120.394201,
"JPN","PPP","TOT","NATUSD","A","2008",116.845814,
"JPN","PPP","TOT","NATUSD","A","2009",115.150066,
"JPN","PPP","TOT","NATUSD","A","2010",111.666587,
"JPN","PPP","TOT","NATUSD","A","2011",107.454281,
"JPN","PPP","TOT","NATUSD","A","2012",104.273972,
"JPN","PPP","TOT","NATUSD","A","2013",101.302673,
"JPN","PPP","TOT","NATUSD","A","2014",103.052076,
"JPN","PPP","TOT","NATUSD","A","2015",103.469437,
"JPN","PPP","TOT","NATUSD","A","2016",105.519502,
"JPN","PPP","TOT","NATUSD","A","2017",105.101901,
"JPN","PPP","TOT","NATUSD","A","2018",103.706485,
"JPN","PPP","TOT","NATUSD","A","2019",103.625494,
"JPN","PPP","TOT","NATUSD","A","2020",102.835436,
"KOR","PPP","TOT","NATUSD","A","1970",144.492568,
"KOR","PPP","TOT","NATUSD","A","1971",152.934213,
"KOR","PPP","TOT","NATUSD","A","1972",169.730797,
"KOR","PPP","TOT","NATUSD","A","1973",181.382972,
"KOR","PPP","TOT","NATUSD","A","1974",217.321645,
"KOR","PPP","TOT","NATUSD","A","1975",246.002088,
"KOR","PPP","TOT","NATUSD","A","1976",282.687969,
"KOR","PPP","TOT","NATUSD","A","1977",304.620264,
"KOR","PPP","TOT","NATUSD","A","1978",346.746714,
"KOR","PPP","TOT","NATUSD","A","1979",379.5274,
"KOR","PPP","TOT","NATUSD","A","1980",433.891143,
"KOR","PPP","TOT","NATUSD","A","1981",462.128004,
"KOR","PPP","TOT","NATUSD","A","1982",463.346991,
"KOR","PPP","TOT","NATUSD","A","1983",467.375616,
"KOR","PPP","TOT","NATUSD","A","1984",471.045691,
"KOR","PPP","TOT","NATUSD","A","1985",474.803514,
"KOR","PPP","TOT","NATUSD","A","1986",488.548983,
"KOR","PPP","TOT","NATUSD","A","1987",499.793941,
"KOR","PPP","TOT","NATUSD","A","1988",517.153539,
"KOR","PPP","TOT","NATUSD","A","1989",527.826954,
"KOR","PPP","TOT","NATUSD","A","1990",560.104722,
"KOR","PPP","TOT","NATUSD","A","1991",591.307505,
"KOR","PPP","TOT","NATUSD","A","1992",623.099327,
"KOR","PPP","TOT","NATUSD","A","1993",646.747942,
"KOR","PPP","TOT","NATUSD","A","1994",684.890835,
"KOR","PPP","TOT","NATUSD","A","1995",717.947266,
"KOR","PPP","TOT","NATUSD","A","1996",734.019605,
"KOR","PPP","TOT","NATUSD","A","1997",750.463803,
"KOR","PPP","TOT","NATUSD","A","1998",775.327404,
"KOR","PPP","TOT","NATUSD","A","1999",754.89297,
"KOR","PPP","TOT","NATUSD","A","2000",747.714956,
"KOR","PPP","TOT","NATUSD","A","2001",757.117476,
"KOR","PPP","TOT","NATUSD","A","2002",769.77179,
"KOR","PPP","TOT","NATUSD","A","2003",791.696603,
"KOR","PPP","TOT","NATUSD","A","2004",795.055445,
"KOR","PPP","TOT","NATUSD","A","2005",788.920135,
"KOR","PPP","TOT","NATUSD","A","2006",772.480419,
"KOR","PPP","TOT","NATUSD","A","2007",770.471026,
"KOR","PPP","TOT","NATUSD","A","2008",785.717886,
"KOR","PPP","TOT","NATUSD","A","2009",827.817613,
"KOR","PPP","TOT","NATUSD","A","2010",840.683012,
"KOR","PPP","TOT","NATUSD","A","2011",854.585723,
"KOR","PPP","TOT","NATUSD","A","2012",854.887268,
"KOR","PPP","TOT","NATUSD","A","2013",869.081422,
"KOR","PPP","TOT","NATUSD","A","2014",871.878106,
"KOR","PPP","TOT","NATUSD","A","2015",857.483387,
"KOR","PPP","TOT","NATUSD","A","2016",858.809687,
"KOR","PPP","TOT","NATUSD","A","2017",872.624771,
"KOR","PPP","TOT","NATUSD","A","2018",865.721604,
"KOR","PPP","TOT","NATUSD","A","2019",868.570306,
"KOR","PPP","TOT","NATUSD","A","2020",861.823593,
"LUX","PPP","TOT","NATUSD","A","1960",0.917326,
"LUX","PPP","TOT","NATUSD","A","1961",0.875338,
"LUX","PPP","TOT","NATUSD","A","1962",0.889061,
"LUX","PPP","TOT","NATUSD","A","1963",0.903774,
"LUX","PPP","TOT","NATUSD","A","1964",0.939595,
"LUX","PPP","TOT","NATUSD","A","1965",0.939631,
"LUX","PPP","TOT","NATUSD","A","1966",0.94362,
"LUX","PPP","TOT","NATUSD","A","1967",0.921244,
"LUX","PPP","TOT","NATUSD","A","1968",0.922572,
"LUX","PPP","TOT","NATUSD","A","1969",0.92365,
"LUX","PPP","TOT","NATUSD","A","1970",1.016158,
"LUX","PPP","TOT","NATUSD","A","1971",0.959258,
"LUX","PPP","TOT","NATUSD","A","1972",0.972739,
"LUX","PPP","TOT","NATUSD","A","1973",1.034733,
"LUX","PPP","TOT","NATUSD","A","1974",1.110507,
"LUX","PPP","TOT","NATUSD","A","1975",1.007672,
"LUX","PPP","TOT","NATUSD","A","1976",1.071781,
"LUX","PPP","TOT","NATUSD","A","1977",1.020912,
"LUX","PPP","TOT","NATUSD","A","1978",1.002753,
"LUX","PPP","TOT","NATUSD","A","1979",0.984769,
"LUX","PPP","TOT","NATUSD","A","1980",0.974729,
"LUX","PPP","TOT","NATUSD","A","1981",0.954425,
"LUX","PPP","TOT","NATUSD","A","1982",0.996072,
"LUX","PPP","TOT","NATUSD","A","1983",1.023887,
"LUX","PPP","TOT","NATUSD","A","1984",1.031791,
